SECAO_CNAE	CATEGORIA_NATUREZA_JURIDICA	PORTE	QTD_FILIAIS_ATIVAS	COMPETICAO_MERCADO_ESTADUAL	QTD_ABERTURAS_NACIONAL_5_ANOS	QTD_ABERTURAS_ESTADUAL_5_ANOS	QTD_ABERTURAS_GEORREFERENCIADO_5_ANOS	QTD_FECHAMENTOS_NACIONAL_5_ANOS	QTD_FECHAMENTOS_ESTADUAL_5_ANOS	QTD_FECHAMENTOS_GEORREFERENCIADO_5_ANOS	RAZAO_SITUACAO_MERCADO_NACIONAL_5_ANOS	RAZAO_SITUACAO_MERCADO_ESTADUAL_5_ANOS	RAZAO_SITUACAO_MERCADO_GEORREFERENCIADO_5_ANOS	TAXA_SOBREVIVENCIA_MERCADO_5_ANOS	TAXA_SOBREVIVENCIA_MERCADO_10_ANOS	PORTE_FATURAMENTO_PRESUMIDO	QTD_COLABORADORES	CONCENTRACAO_SOCIETARIA	RISCO_LIDERANCA	QTD_RECLAMACOES_TOTAL	QTD_RECLAMACOES_NAO_ATENDIDAS_TOTAL	QTD_PROCESSOS_JUDICIAIS_REQUERIDO	QTD_PROCESSOS_JUDICIAIS_REQUERENTE	CONCENTRACAO_ACADEMIAS	CONCENTRACAO_AEROPORTOS	CONCENTRACAO_ALUGUEL_CARROS	CONCENTRACAO_AREA_RISCO	CONCENTRACAO_BANCOS	CONCENTRACAO_BARES	CONCENTRACAO_BEBIDAS	CONCENTRACAO_BOMBEIRO	CONCENTRACAO_CAIXA_ELETRONICO	CONCENTRACAO_CASA_NOTURNA	CONCENTRACAO_CEMITERIO	CONCENTRACAO_CINEMAS	CONCENTRACAO_CONCESSIONARIA	CONCENTRACAO_CORREIOS	CONCENTRACAO_CORRETOR_SEGUROS	CONCENTRACAO_ESCOLAS	CONCENTRACAO_ESTACAO_ONIBUS	CONCENTRACAO_ESTACIONAMENTOS	CONCENTRACAO_AGLOMERADO_SUBNORMAL	CONCENTRACAO_FUNERARIA	CONCENTRACAO_HOSPITAL	CONCENTRACAO_HOTEL	CONCENTRACAO_IGREJA	CONCENTRACAO_LAVA_RAPIDO	CONCENTRACAO_METRO	CONCENTRACAO_OFICINAS	CONCENTRACAO_PARQUE	CONCENTRACAO_PARQUES_DIVERSAO	CONCENTRACAO_POLICIA	CONCENTRACAO_PONTO_TAXI	CONCENTRACAO_POSTO_GASOLINA	CONCENTRACAO_PREFEITURA	CONCENTRACAO_SHOPPING	CONCENTRACAO_SUPERMERCADO	CONCENTRACAO_TREM	CONCENTRACAO_UNIVERSIDADE	DISTANCIA_ALUGUEL_CARROS	DISTANCIA_BANCO	DISTANCIA_CONCESSIONARIA	DISTANCIA_CORRETOR_SEGUROS	DISTANCIA_ACADEMIAS	DISTANCIA_AEROPORTOS	DISTANCIA_BARES	DISTANCIA_LOJA_BEBIDAS	DISTANCIA_BOMBEIRO	DISTANCIA_CAIXA_ELETRONICO	DISTANCIA_CASA_NOTURNA	DISTANCIA_CEMITERIO	DISTANCIA_CINEMAS	DISTANCIA_CORREIOS	DISTANCIA_ESCOLAS	DISTANCIA_ESTACAO_ONIBUS	DISTANCIA_AGLOMERADO_SUBNORMAL	DISTANCIA_FRONTEIRA_ESTADUAL	DISTANCIA_FRONTEIRA_INTERNACIONAL	DISTANCIA_FRONTEIRA_MARITIMA	DISTANCIA_FUNERARIA	DISTANCIA_HOSPITAL	DISTANCIA_HOTEL	DISTANCIA_IGREJA	DISTANCIA_LAVA_RAPIDO	DISTANCIA_METRO	DISTANCIA_OFICINAS	DISTANCIA_PARQUE	DISTANCIA_PARQUES_DIVERSAO	DISTANCIA_POLICIA	DISTANCIA_POSTO_GASOLINA	DISTANCIA_PREFEITURA	DISTANCIA_SHOPPING	DISTANCIA_SUPERMERCADO	DISTANCIA_TREM	DISTANCIA_ESTACIONAMENTOS	DISTANCIA_PONTO_TAXI	DISTANCIA_UNIVERSIDADE	DISTANCIA_AREA_RISCO	CNPJ	ANO_MES	ALVO_CASCO
C	LTDA	PEQUENA	1	236	175	72	2	518	108	6	0.33783783783783783	0.6666666666666666	0.3333333333333333	0.1527777777777778	0.24	E	10	1	0	0	0	0	0	BAIXISSIMA	BAIXISSIMA	MEDIA	ALTA	MEDIA	BAIXA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXA	ALTA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	BAIXA	MEDIA	BAIXISSIMA	MEDIA	ALTA	MEDIA	ALTA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MEDIO	MEDIO	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	MEDIO	LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	PROXIMO	LONGE	MEDIO	MUITO LONGE	MEDIO	LONGE	LONGE	LONGE	PROXIMO	LONGE	MEDIO	MEDIO	LONGE	MEDIO	LONGE	MEDIO	154618823495	202211	0.0
I	LTDA	MICRO	1	69014	958243	56328	3213	1022738	66937	3497	0.9369388836632647	0.8415076863319241	0.9187875321704319	0.3091890356483454	0.4470846222297555	B	13	2	0	0	0	0	0	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	LONGE	PROXIMO	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MEDIO	MEDIO	PROXIMO	PROXIMO	MEDIO	MUITO LONGE	MEDIO	PROXIMO	PROXIMO	LONGE	MEDIO	LONGE	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	34359740585	202208	0.0
C	OUTRAS_ENTIDADES_EMPRESARIAIS	GRANDE	50	268	625	88	2	534	70	4	1.1704119850187267	1.2571428571428571	0.5	0.4659090909090909	0.46875	J	6730	18	1	0	0	126	131	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	ALTA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	PROXIMO	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO PROXIMO	77309411851	202304	0.0
G	LTDA	GRANDE	13	3155	19839	726	19	65291	1785	62	0.30385504893476895	0.40672268907563025	0.3064516129032258	0.08539944903581267	0.1779911373707533	J	61	17	0	0	0	0	5	MEDIA	ALTISSIMA	MEDIA	BAIXISSIMA	MEDIA	ALTA	MEDIA	ALTA	MEDIA	MEDIA	ALTA	MEDIA	ALTA	ALTA	ALTA	ALTISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	ALTA	ALTA	MEDIA	BAIXISSIMA	ALTISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	ALTA	MEDIA	MEDIA	ALTA	BAIXISSIMA	MEDIA	LONGE	LONGE	LONGE	LONGE	LONGE	PROXIMO	MEDIO	LONGE	MEDIO	LONGE	PROXIMO	PROXIMO	MEDIO	LONGE	PROXIMO	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MEDIO	LONGE	PROXIMO	LONGE	LONGE	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	MUITO LONGE	PROXIMO	MEDIO	LONGE	MEDIO	MUITO LONGE	PROXIMO	LONGE	LONGE	MUITO LONGE	103079215329	202303	0.0
N	LTDA	MEDIA	1	5495	11460	2301	13	11110	2290	14	1.0315031503150316	1.0048034934497816	0.9285714285714286	0.09256844850065189	0.22173801589336067	F	65	2	0	0	0	0	2	MEDIA	BAIXISSIMA	ALTA	ALTISSIMA	MEDIA	MEDIA	ALTA	ALTA	MEDIA	MEDIA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTA	MEDIA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	MEDIA	MEDIA	MEDIA	ALTISSIMA	MEDIA	ALTA	ALTA	ALTA	ALTA	MEDIA	ALTISSIMA	MEDIA	MEDIA	ALTISSIMA	MEDIA	MEDIO	MEDIO	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	MEDIO	MEDIO	LONGE	MEDIO	MEDIO	LONGE	LONGE	MEDIO	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	MEDIO	LONGE	LONGE	LONGE	LONGE	PROXIMO	LONGE	LONGE	MEDIO	PROXIMO	LONGE	PROXIMO	LONGE	LONGE	PROXIMO	LONGE	MEDIO	LONGE	MUITO PROXIMO	146028888625	202312	0.0
F	LTDA	PEQUENA	1	13185	64116	4753	48	85467	5254	40	0.7501842816525677	0.9046440807004187	1.2	0.08710288239006943	0.21437101910828024	D	7	2	0	0	0	0	0	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	MEDIO	PROXIMO	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	94489283355	202012	0.0
C	LTDA	PEQUENA	1	1800	6213	574	6	10825	1228	6	0.5739491916859122	0.46742671009771986	1.0	0.1951219512195122	0.31938125568698816	A	3	2	0	0	0	0	1	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXA	BAIXA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	LONGE	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO PROXIMO	LONGE	LONGE	MUITO LONGE	PROXIMO	LONGE	MUITO LONGE	LONGE	MEDIO	LONGE	MUITO LONGE	MEDIO	LONGE	LONGE	LONGE	MUITO LONGE	MEDIO	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	34359740309	202205	0.0
G	LTDA	GRANDE	5	1670	10474	615	30	19238	1212	78	0.5444432893232145	0.5074257425742574	0.38461538461538464	0.15934959349593497	0.2986463620981388	G	49	4	0	0	0	1	0	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	PROXIMO	PROXIMO	PROXIMO	MUITO PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	LONGE	LONGE	MUITO LONGE	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MUITO LONGE	PROXIMO	MEDIO	MEDIO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	111669150133	202307	0.0
N	LTDA	MICRO	1	38826	34867	11172	46	86317	26762	102	0.40394128618927905	0.4174575891188999	0.45098039215686275	0.16917293233082706	0.3140094504725236	E	15	1	0	0	0	0	8	MEDIA	ALTISSIMA	MEDIA	BAIXISSIMA	MEDIA	ALTA	MEDIA	MEDIA	MEDIA	MEDIA	ALTA	BAIXISSIMA	ALTA	BAIXISSIMA	ALTA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	ALTA	ALTA	MEDIA	BAIXISSIMA	MEDIA	ALTA	ALTISSIMA	MEDIA	BAIXISSIMA	ALTA	ALTISSIMA	MEDIA	ALTA	BAIXISSIMA	MEDIA	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	MUITO LONGE	MUITO LONGE	PROXIMO	LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	MEDIO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	MUITO LONGE	PROXIMO	MUITO LONGE	154618822945	202005	0.0
C	LTDA	MICRO	1	6423	59948	4759	78	43884	4716	99	1.366055965727828	1.0091178965224767	0.7878787878787878	0.2580374028157176	0.4131729667812142	D	22	2	0	0	0	0	0	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	MEDIA	ALTA	MEDIA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	MEDIA	ALTA	ALTA	BAIXISSIMA	MEDIA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTA	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MUITO PROXIMO	17179870765	202209	0.0
C	LTDA	MICRO	1	13524	68137	8581	404	42629	5155	267	1.5983720002814985	1.6645974781765276	1.5131086142322097	0.1516140309987181	0.25574535226727035	D	17	2	0	0	0	0	0	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	MEDIA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	PROXIMO	LONGE	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MUITO LONGE	PROXIMO	MEDIO	LONGE	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	LONGE	PROXIMO	PROXIMO	PROXIMO	MUITO PROXIMO	85899349661	202007	0.0
G	LTDA	PEQUENA	1	236	11063	152	105	23619	197	141	0.4683940895042127	0.7715736040609137	0.7446808510638298	0.21052631578947367	0.26141078838174275		2	2	0	0	0	0	0	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	MEDIA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MUITO PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	PROXIMO	MUITO LONGE	MEDIO	LONGE	PROXIMO	LONGE	MEDIO	MEDIO	LONGE	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	LONGE	PROXIMO	PROXIMO	PROXIMO	PROXIMO	LONGE	MEDIO	MUITO PROXIMO	137438956324	202205	0.0
G	OUTRAS_ENTIDADES_EMPRESARIAIS	GRANDE	3	355	2436	105	1	2196	132	1	1.1092896174863387	0.7954545454545454	1.0	0.14285714285714285	0.2192513368983957		0	2	0	0	0	1	0	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTA	ALTISSIMA	BAIXISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	ALTA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	PROXIMO	PROXIMO	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	MUITO LONGE	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	MUITO LONGE	MEDIO	PROXIMO	PROXIMO	MUITO PROXIMO	25769804690	202308	0.0
G	LTDA	GRANDE	19	69113	133488	33664	275	189263	56162	458	0.7053042591526077	0.5994088529610769	0.6004366812227074	0.21934410646387834	0.34957528558383155	I	142	6	0	0	0	8	21	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	MEDIA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	MEDIO	PROXIMO	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	MEDIO	MEDIO	LONGE	MUITO LONGE	PROXIMO	LONGE	MEDIO	PROXIMO	LONGE	PROXIMO	PROXIMO	LONGE	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	LONGE	LONGE	PROXIMO	MEDIO	PROXIMO	PROXIMO	MUITO PROXIMO	163208757292	202210	0.0
G	LTDA	GRANDE	4	1635	28498	810	128	17884	304	51	1.5934913889510176	2.664473684210526	2.5098039215686274	0.06419753086419754	0.10647359454855196	G	56	5	1	0	0	1	0	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	MEDIO	MEDIO	LONGE	PROXIMO	LONGE	MEDIO	LONGE	MEDIO	MUITO LONGE	LONGE	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	MUITO LONGE	MEDIO	MEDIO	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MEDIO	LONGE	MEDIO	LONGE	MEDIO	LONGE	LONGE	MUITO LONGE	MEDIO	MEDIO	PROXIMO	LONGE	163208757300	202403	0.0
F	LTDA	GRANDE	21	364	3043	176	13	3792	123	29	0.8024789029535865	1.4308943089430894	0.4482758620689655	0.11363636363636363	0.18275862068965518	J	573	6	0	0	0	20	9	ALTA	BAIXISSIMA	MEDIA	BAIXISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	MEDIA	MEDIA	ALTISSIMA	ALTA	MEDIA	ALTA	ALTA	ALTISSIMA	MEDIA	ALTA	MEDIA	MEDIA	ALTA	ALTA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	ALTISSIMA	MEDIA	ALTA	ALTA	MEDIA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	LONGE	MEDIO	LONGE	MEDIO	LONGE	LONGE	PROXIMO	MEDIO	MEDIO	LONGE	LONGE	PROXIMO	MEDIO	LONGE	LONGE	PROXIMO	MEDIO	MEDIO	MUITO LONGE	MEDIO	LONGE	LONGE	MEDIO	MEDIO	PROXIMO	LONGE	MEDIO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	LONGE	MEDIO	PROXIMO	LONGE	34359738446	202102	0.0
F	LTDA	MEDIA	1	1873	93841	1523	586	64594	835	367	1.4527819921354925	1.8239520958083832	1.5967302452316077	0.1943532501641497	0.3217070168239639	D	9	1	0	0	0	0	0	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	PROXIMO	PROXIMO	MUITO PROXIMO	MUITO PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	PROXIMO	PROXIMO	MUITO PROXIMO	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	MEDIO	MEDIO	MUITO LONGE	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	MEDIO	MUITO PROXIMO	MUITO LONGE	PROXIMO	MEDIO	MEDIO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	LONGE	MEDIO	PROXIMO	PROXIMO	LONGE	171798691954	202209	0.0
F	LTDA	MEDIA	1	152	1395	69	2	1429	70	3	0.9762071378586424	0.9857142857142858	0.6666666666666666	0.043478260869565216	0.12612612612612611	F	76	2	0	0	0	2	0	ALTA	BAIXISSIMA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	MEDIA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	MEDIA	ALTISSIMA	BAIXISSIMA	MEDIA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	MEDIA	ALTA	ALTISSIMA	MEDIA	BAIXISSIMA	ALTA	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	LONGE	MEDIO	MEDIO	LONGE	PROXIMO	MEDIO	LONGE	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	MUITO LONGE	PROXIMO	LONGE	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	MEDIO	LONGE	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	42949675525	202303	0.0
